id,name,team,war,games_played,plate_appearances,at_bats,runs_scored,hits,doubles,triples,home_runs,total_bases,runs_batted_in,stolen_bases,caught_stealing,walks,hit_by_pitch,sacrifice_hits,strikeouts,double_plays,sacrifice_bunts,sacrifice_flies,batting_average,on_base_percentage,slugging_percentage,on_base_plus_slugging,weighted_on_base_average,weighted_runs_created_plus,war_another_source,win_probability_added
29,박상언,한화,-0.24,43,87,76,9,14,1,0,1,18,7,0,1,7,0,0,23,1,2,2,0.184,0.247,0.237,0.484,0.231,32.0,-0.24,-1.12
30,유로결,한화,-0.39,24,46,42,4,7,1,0,0,8,4,1,0,1,1,0,8,3,1,1,0.167,0.2,0.19,0.391,0.186,2.2,-0.39,-0.66
1,소크라테스,KIA,2.63,75,325,291,46,84,13,1,11,132,49,9,2,29,1,0,45,10,0,4,0.289,0.351,0.454,0.804,0.372,130.5,2.63,0.27
2,최형우,KIA,2.24,75,315,265,40,78,15,1,11,128,46,0,0,43,6,0,57,2,0,1,0.294,0.403,0.483,0.886,0.412,158.1,2.24,3.37
3,박찬호,KIA,1.25,76,293,265,33,72,7,1,2,87,28,17,3,18,1,0,36,10,6,3,0.272,0.317,0.328,0.645,0.302,82.0,1.25,-0.18
4,김선빈,KIA,1.12,58,219,193,18,56,9,0,0,65,19,0,0,23,1,0,12,4,2,0,0.29,0.369,0.337,0.706,0.341,107.5,1.12,-0.54
5,이우성,KIA,0.92,65,215,190,24,55,7,0,5,77,24,5,1,17,3,1,48,6,4,1,0.289,0.356,0.405,0.761,0.351,115.6,0.92,1.13
6,이창진,KIA,0.9,52,161,131,23,32,2,2,2,44,17,7,1,26,2,0,22,2,1,1,0.244,0.375,0.336,0.711,0.346,112.6,0.9,0.59
7,김도영,KIA,0.89,16,72,68,11,24,6,0,2,36,7,7,2,3,0,0,15,2,1,0,0.353,0.38,0.529,0.91,0.414,158.7,0.89,0.01
8,류지혁,KIA,0.88,66,253,220,28,59,6,1,0,67,17,4,2,27,3,1,43,5,2,1,0.268,0.355,0.305,0.659,0.32,94.2,0.88,-1.37
9,나성범,KIA,0.87,14,61,59,11,19,4,0,6,41,13,0,0,2,0,0,8,0,0,0,0.322,0.344,0.695,1.039,0.463,194.3,0.87,0.16
10,고종욱,KIA,0.68,62,159,150,18,44,13,0,1,60,16,2,1,8,0,0,36,2,0,1,0.293,0.327,0.4,0.727,0.34,107.5,0.68,-0.07
11,변우혁,KIA,0.39,48,141,128,15,29,2,0,6,49,20,0,0,12,1,0,41,3,0,0,0.227,0.298,0.383,0.681,0.32,94.6,0.39,0.56
12,한준수,KIA,0.19,6,8,8,2,3,1,0,1,7,3,0,0,0,0,0,3,0,0,0,0.375,0.375,0.875,1.25,0.554,257.3,0.19,0.04
13,김규성,KIA,0.04,57,94,85,16,18,3,1,1,26,7,4,2,6,1,0,29,0,2,0,0.212,0.272,0.306,0.578,0.27,60.8,0.04,-1.16
14,홍종표,KIA,0.01,23,5,3,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.4,0.0,0.4,0.291,73.2,0.01,0.02
15,윤도현,KIA,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.01,-0.01
21,최정용,KIA,-0.03,16,15,12,2,1,1,0,0,2,0,1,0,2,0,0,4,0,1,0,0.083,0.214,0.167,0.381,0.186,1.6,-0.03,-0.22
22,최원준,KIA,-0.04,23,97,87,12,21,2,0,0,23,5,3,0,8,0,0,15,2,2,0,0.241,0.305,0.264,0.57,0.275,62.9,-0.04,-0.29
23,김선우,KIA,-0.07,5,7,7,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.143,0.143,0.143,0.286,0.137,-31.9,-0.07,-0.2
24,신범수,KIA,-0.13,36,100,88,7,15,3,0,2,24,10,0,0,7,2,0,19,3,2,1,0.17,0.245,0.273,0.518,0.245,42.4,-0.13,-1.0
25,황대인,KIA,-0.13,42,149,136,14,33,4,0,3,46,22,0,0,9,2,2,36,6,0,2,0.243,0.295,0.338,0.634,0.294,76.8,-0.13,0.4
26,김석환,KIA,-0.29,4,16,14,1,1,0,0,0,1,2,0,0,1,0,0,7,1,1,0,0.071,0.133,0.071,0.205,0.105,-53.6,-0.29,-0.12
27,한승택,KIA,-0.34,40,96,78,5,11,2,0,0,13,3,0,0,10,2,0,32,0,6,0,0.141,0.256,0.167,0.422,0.209,17.5,-0.34,-1.25
28,김호령,KIA,-0.35,46,64,60,6,10,4,0,0,14,4,1,0,1,1,0,23,1,2,0,0.167,0.194,0.233,0.427,0.197,8.9,-0.35,-0.72
29,주효상,KIA,-0.49,19,36,32,2,2,0,0,0,2,1,0,0,2,0,0,10,1,2,0,0.063,0.118,0.063,0.18,0.094,-61.6,-0.49,-0.46
1,김혜성,키움,3.87,85,375,339,64,110,19,3,5,150,35,20,2,32,1,1,51,3,0,3,0.324,0.381,0.442,0.824,0.385,138.9,3.87,0.33
2,이정후,키움,3.57,83,378,324,49,101,23,2,6,146,44,6,2,46,3,6,23,1,0,5,0.312,0.397,0.451,0.847,0.391,142.5,3.57,0.93
3,러셀,키움,1.42,59,239,220,20,63,11,1,4,88,42,1,0,17,1,1,39,5,0,1,0.286,0.339,0.4,0.739,0.346,112.9,1.42,1.45
4,김휘집,키움,1.17,66,250,215,22,54,14,0,4,80,22,0,0,27,1,0,59,4,5,2,0.251,0.335,0.372,0.707,0.329,100.9,1.17,-1.5
5,이형종,키움,0.62,77,302,254,29,57,20,1,3,88,30,0,0,32,12,0,65,10,2,2,0.224,0.337,0.346,0.683,0.328,98.6,0.62,-1.18
6,임지열,키움,0.62,56,176,149,14,37,6,0,4,55,25,0,0,21,3,0,45,3,2,1,0.248,0.351,0.369,0.72,0.341,110.7,0.62,0.54
7,이지영,키움,0.6,68,204,186,21,49,8,1,0,59,7,1,1,10,1,0,34,2,7,0,0.263,0.305,0.317,0.622,0.288,71.4,0.6,-1.56
8,김동헌,키움,0.49,57,136,114,13,27,4,2,0,35,11,0,0,10,7,0,25,3,2,3,0.237,0.328,0.307,0.635,0.305,82.4,0.49,-0.48
9,송성문,키움,0.45,47,183,159,10,39,4,2,2,53,19,0,0,20,0,1,13,5,3,1,0.245,0.328,0.333,0.661,0.311,87.9,0.45,-0.56
10,이용규,키움,0.24,28,102,84,11,21,0,2,0,25,7,0,1,15,1,0,12,2,1,1,0.25,0.366,0.298,0.664,0.326,97.8,0.24,-0.16
11,임병욱,키움,0.12,57,150,142,19,35,6,1,4,55,24,4,0,4,1,0,52,1,1,2,0.246,0.269,0.387,0.656,0.299,82.7,0.12,-0.77
12,예진원,키움,0.06,6,12,11,0,4,1,0,0,5,3,0,0,0,0,0,2,0,1,0,0.364,0.364,0.455,0.818,0.351,113.9,0.06,0.07
13,김건희,키움,0.02,5,5,4,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.25,0.4,0.25,0.65,0.337,107.8,0.02,-0.05
26,이승원,키움,-0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-125.7,-0.05,-0.01
27,송재선,키움,-0.05,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-125.7,-0.05,-0.01
28,김재현,키움,-0.05,4,6,5,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0.2,0.2,0.2,0.4,0.16,-14.2,-0.05,-0.11
29,이병규,키움,-0.08,7,17,17,3,4,0,0,0,4,2,0,0,0,0,0,4,0,0,0,0.235,0.235,0.235,0.471,0.225,30.2,-0.08,-0.21
30,김수환,키움,-0.1,29,50,43,3,7,2,0,1,12,7,0,0,3,3,0,19,1,1,0,0.163,0.265,0.279,0.544,0.262,56.2,-0.1,-0.07
1,김상수,KT,2.16,73,294,255,36,79,12,0,1,94,31,5,2,30,2,0,36,4,5,2,0.31,0.384,0.369,0.753,0.356,116.5,2.16,0.43
2,장성우,KT,1.89,74,255,226,22,62,13,0,7,96,40,1,1,24,1,1,43,4,1,3,0.274,0.343,0.425,0.767,0.355,116.1,1.89,-0.39
3,알포드,KT,1.81,69,291,256,40,77,14,1,7,114,34,8,1,30,3,1,74,5,0,2,0.301,0.378,0.445,0.823,0.384,135.9,1.81,0.03
4,황재균,KT,1.33,45,188,167,28,50,10,2,1,67,19,3,2,18,1,0,31,5,1,1,0.299,0.369,0.401,0.77,0.363,121.2,1.33,0.45
5,김민혁,KT,1.26,66,254,226,38,68,11,2,2,89,21,4,1,19,2,0,33,2,5,2,0.301,0.357,0.394,0.751,0.348,111.5,1.26,0.1
6,박병호,KT,0.85,71,283,247,26,66,9,0,7,96,42,1,0,27,4,1,71,7,0,5,0.267,0.343,0.389,0.731,0.343,108.2,0.85,1.27
7,강백호,KT,0.57,52,213,187,27,51,8,1,5,76,29,0,0,24,0,3,42,0,0,2,0.273,0.352,0.406,0.759,0.351,113.8,0.57,0.06
8,김준태,KT,0.48,34,76,67,7,18,4,0,2,28,18,1,0,7,1,0,17,2,1,0,0.269,0.347,0.418,0.765,0.355,116.2,0.48,0.11
9,문상철,KT,0.41,65,205,191,17,52,13,0,6,83,25,3,0,10,1,0,41,2,0,3,0.272,0.307,0.435,0.742,0.341,106.5,0.41,0.63
10,홍현빈,KT,0.34,44,86,73,15,17,2,0,0,19,1,2,0,13,0,0,21,2,0,0,0.233,0.349,0.26,0.609,0.308,83.6,0.34,-0.55
